State,City,Population,Total_law_employees,Total_officers,Total_civilians
New Jersey,Somers Point,10108,38,30,8
New Jersey,Somerville,12084,33,31,2
New Jersey,South Amboy,9235,34,28,6
New Jersey,South Bound Brook,4526,14,13,1
New Jersey,South Brunswick Township,45877,106,82,24
New Jersey,South Hackensack Township,2438,24,21,3
New Jersey,South Orange Village,16732,52,46,6
New Jersey,South Plainfield,24100,72,58,14
New Jersey,South River,15731,40,31,9
New Jersey,South Toms River,3701,13,12,1
New Jersey,Sparta Township,18467,44,32,12
New Jersey,Spotswood,8216,29,25,4
New Jersey,"Springfield Township, Burlington County",3241,11,10,1
New Jersey,"Springfield Township, Union County",17639,49,45,4
New Jersey,Spring Lake,2894,14,14,0
New Jersey,Spring Lake Heights,4502,15,15,0
New Jersey,Stafford Township,28029,72,55,17
New Jersey,Stanhope,3275,9,8,1
New Jersey,Stone Harbor,804,19,17,2
New Jersey,Stratford,6937,14,14,0
New Jersey,Summit,21917,51,47,4
New Jersey,Surf City,1203,10,10,0
New Jersey,Teaneck Township,40290,108,93,15
New Jersey,Tenafly,14427,40,34,6
New Jersey,Tewksbury Township,5754,13,12,1
New Jersey,Tinton Falls,17388,44,42,2
New Jersey,Toms River Township,94561,207,162,45
New Jersey,Totowa,10777,32,28,4
New Jersey,Trenton,82909,323,255,68
New Jersey,Tuckerton,3396,14,13,1
New Jersey,Union Beach,5210,21,17,4
New Jersey,Union City,68055,199,162,37
New Jersey,Union Township,58613,187,135,52
New Jersey,Upper Saddle River,8199,21,17,4
New Jersey,Ventnor City,9815,50,37,13
New Jersey,Vernon Township,21819,41,33,8
New Jersey,Verona,13368,35,29,6
New Jersey,Vineland,59288,153,120,33
New Jersey,Voorhees Township,29130,62,52,10
New Jersey,Waldwick,10156,26,21,5
New Jersey,Wallington,11499,24,23,1
New Jersey,Wall Township,25489,87,71,16
New Jersey,Wanaque,11828,28,23,5
New Jersey,Warren Township,15689,37,30,7
New Jersey,"Washington Township, Bergen County",9171,26,21,5
New Jersey,"Washington Township, Gloucester County",47551,92,84,8
New Jersey,"Washington Township, Morris County",18086,30,29,1
New Jersey,"Washington Township, Warren County",6323,30,28,2
New Jersey,Watchung,6018,36,30,6
New Jersey,Waterford Township,10675,26,25,1
New Jersey,Wayne Township,53162,146,118,28
New Jersey,Weehawken Township,14874,66,55,11
New Jersey,Westampton Township,8632,26,23,3
New Jersey,West Amwell Township,2728,6,6,0
New Jersey,West Caldwell Township,10841,31,26,5
New Jersey,West Deptford Township,20878,45,42,3
New Jersey,Westfield,29389,74,61,13
New Jersey,West Long Branch,7860,22,21,1
New Jersey,West Milford Township,26310,52,45,7
New Jersey,West New York,52977,133,120,13
New Jersey,West Orange,47666,112,98,14
New Jersey,Westville,4123,14,13,1
New Jersey,West Wildwood,545,6,6,0
New Jersey,West Windsor Township,27944,61,49,12
New Jersey,Westwood,11079,31,26,5
New Jersey,Wharton,6343,23,21,2
New Jersey,Wildwood,4908,51,41,10
New Jersey,Wildwood Crest,3024,28,25,3
New Jersey,Willingboro Township,32048,71,63,8
New Jersey,Winfield Township,1504,9,9,0
New Jersey,Winslow Township,38460,80,74,6
New Jersey,Woodbridge Township,100119,263,203,60
New Jersey,Woodbury,9744,30,27,3
New Jersey,Woodbury Heights,2949,8,7,1
New Jersey,Woodcliff Lake,5845,20,19,1
New Jersey,Woodland Park,12653,32,27,5
New Jersey,Woodlynne,2906,8,6,2
New Jersey,Wood-Ridge,9489,28,24,4
New Jersey,Woodstown,3429,10,9,1
New Jersey,Woolwich Township,13278,29,28,1
New Jersey,Wyckoff Township,16950,27,27,0
New Mexico,Artesia,12451,45,25,20
New Mexico,Capitan,1425,4,3,1
New Mexico,Clovis,38326,75,50,25
New Mexico,Cuba,760,5,4,1
New Mexico,Dexter,1241,6,5,1
New Mexico,Farmington,44191,164,124,40
New Mexico,Hobbs,39751,131,89,42
New Mexico,Las Vegas,12799,54,43,11
New Mexico,Los Alamos,19581,72,34,38
New Mexico,Los Lunas,16170,69,34,35
New Mexico,Magdalena,872,3,3,0
New Mexico,Moriarty,1846,10,9,1
New Mexico,Mountainair,866,6,5,1
New Mexico,Peralta,3576,14,13,1
New Mexico,Roswell,47451,94,72,22
New Mexico,Santa Clara,1746,4,3,1
New Mexico,San Ysidro,202,3,2,1
New Mexico,Springer,892,1,1,0
New Mexico,Sunland Park,18437,25,20,5
New Mexico,Tatum,833,9,4,5
New Mexico,Texico,1061,2,2,0
New York,Addison Town and Village,2458,3,3,0
New York,Akron Village,2852,1,1,0
New York,Albany,96318,371,295,76
New York,Albion Village,5698,13,12,1
New York,Alfred Village,3970,5,5,0
New York,Altamont Village,1664,1,1,0
New York,Amherst Town,121304,183,155,28
New York,Amityville Village,9387,22,21,1
New York,Amsterdam,17675,42,38,4
New York,Arcade Village,1919,6,6,0
New York,Ardsley Village,4515,19,19,0
New York,Asharoken Village,644,3,3,0
New York,Attica Village,2389,5,5,0
New York,Avon Village,3272,5,5,0
New York,Baldwinsville Village,7895,13,12,1
New York,Ballston Spa Village,5204,4,4,0
New York,Batavia,14278,36,33,3
New York,Bath Village,5438,11,10,1
New York,Beacon,13984,36,33,3
New York,Bedford Town,17672,43,38,5
New York,Bethlehem Town,35039,53,38,15
New York,Blooming Grove Town,11822,17,15,2
New York,Bolivar Village,968,1,1,0
New York,Brant Town,2056,1,1,0
New York,Briarcliff Manor Village,8126,20,20,0
New York,Bronxville Village,6422,23,21,2
New York,Buffalo,254627,927,752,175
New York,Cairo Town,6390,2,2,0
New York,Cambridge Village,1803,3,3,0
New York,Camden Village,2151,2,2,0
New York,Camillus Town and Village,24098,28,24,4
New York,Canajoharie Village,2122,5,5,0
New York,Canandaigua,10112,27,25,2
New York,Canastota Village,4518,6,6,0
New York,Canisteo Village,2120,3,3,0
New York,Canton Village,6516,11,10,1
New York,Carmel Town,34093,39,32,7
New York,Carthage Village,3250,4,4,0
New York,Catskill Village,3787,16,14,2
New York,Cayuga Heights Village,3589,7,6,1
New York,Cazenovia Village,2851,6,5,1
New York,Central Square Village,1740,4,4,0
New York,Centre Island Village,409,6,6,0
New York,Cheektowaga Town,76536,156,119,37
New York,Chester Town,8095,15,15,0
New York,Chester Village,4108,15,14,1
New York,Chittenango Village,4826,2,1,1
New York,Clayton Village,1816,2,2,0
New York,Cobleskill Village,4323,11,11,0
New York,Coeymans Town,7247,3,2,1
New York,Cohoes,16746,34,31,3
New York,Colchester Town,1947,2,2,0
New York,Colonie Town,79082,144,109,35
New York,Corning,10469,25,21,4
New York,Cornwall-on-Hudson Village,2911,3,3,0
New York,Cornwall Town,9538,11,9,2
New York,Cortland,18615,46,44,2
New York,Cuba Town,3059,5,5,0
New York,Deerpark Town,7732,4,4,0
New York,Delhi Village,2935,5,5,0
New York,Depew Village,14965,33,27,6
New York,DeWitt Town,24947,46,43,3
New York,Dobbs Ferry Village,11037,29,27,2
New York,Dolgeville Village,2055,4,4,0
New York,Dryden Village,2066,4,4,0
New York,Dunkirk,11673,38,37,1
New York,East Aurora-Aurora Town,13748,21,16,5
New York,Eastchester Town,19991,50,48,2
New York,East Fishkill Town,29578,33,26,7
New York,East Greenbush Town,16186,33,24,9
New York,East Hampton Town,19927,92,65,27
New York,East Hampton Village,1140,29,24,5
New York,Eden Town,7602,2,1,1
New York,Ellicott Town,4981,13,13,0
New York,Ellicottville,1563,4,4,0
New York,Elmira,26820,79,70,9
New York,Elmira Heights Village,3774,9,9,0
New York,Elmira Town,5529,4,4,0
New York,Elmsford Village,5279,24,21,3
New York,Evans Town,16061,25,19,6
New York,Fallsburg Town,12264,21,21,0
New York,Florida Village,2931,1,1,0
New York,Fort Edward Village,3256,5,5,0
New York,Fort Plain Village,2212,3,3,0
New York,Frankfort Town,4752,3,3,0
New York,Fredonia Village,10205,18,14,4
New York,Freeport Village,42962,112,100,12
New York,Fulton City,11017,36,35,1
New York,Garden City Village,22465,65,51,14
New York,Geddes Town,10002,18,16,2
New York,Geneseo Village,8130,9,9,0
New York,Geneva,12569,35,33,2
New York,Glen Cove,27186,58,53,5
New York,Glens Falls,14215,32,30,2
New York,Glenville Town,21609,25,24,1
New York,Gloversville,14656,37,34,3
New York,Goshen Town,8938,6,6,0
New York,Goshen Village,5361,21,18,3
New York,Gouverneur Village,3637,8,5,3
New York,Granville Village,2428,6,6,0
New York,Great Neck Estates Village,2892,17,14,3
New York,Greene Village,1400,1,1,0
New York,Greenwich Village,1708,1,1,0
New York,Greenwood Lake Village,3080,4,4,0
New York,Groton Village,2211,1,1,0
New York,Guilderland Town,34103,53,37,16
New York,Hamburg Town,46513,64,62,2
New York,Hamburg Village,9744,14,13,1
New York,Hamilton Village,4077,5,5,0
New York,Harriman Village,2455,7,7,0
New York,Harrison Town,29110,79,68,11
New York,Hastings-on-Hudson Village,7853,21,21,0
New York,Hempstead Village,55230,142,113,29
New York,Herkimer Village,7212,19,19,0
New York,Holley Village,1669,1,1,0
New York,Homer Village,3081,5,4,1
New York,Horseheads Village,6325,10,10,0
New York,Hudson Falls Village,7029,12,12,0
New York,Hunter Town,2620,3,3,0
New York,Huntington Bay Village,1436,4,4,0
New York,Hyde Park Town,20766,20,16,4
New York,Ilion Village,7613,18,17,1
New York,Irondequoit Town,49889,58,48,10
New York,Irvington Village,6478,23,23,0
New York,Ithaca,30927,69,61,8
New York,Jamestown,28842,70,60,10
New York,Johnstown,8183,24,23,1
New York,Kenmore Village,14968,29,25,4
New York,Kensington Village,1193,6,6,0
New York,Kent Town,13123,23,18,5
New York,Kings Point Village,5315,21,19,2
New York,Kingston,22682,74,69,5
New York,Lackawanna,17674,51,44,7
New York,Lake Placid Village,2339,16,14,2
New York,Lake Success Village,3161,27,24,3
New York,Lakewood-Busti,7125,11,10,1
New York,Lancaster Town,37633,65,50,15
New York,Larchmont Village,6112,25,23,2
New York,Le Roy Village,4246,7,7,0
New York,Lewisboro Town,12533,3,3,0
New York,Liberty Village,4182,19,17,2
New York,Little Falls,4604,12,11,1
New York,Liverpool Village,2191,4,4,0
New York,Lloyd Town,10484,12,10,2
New York,Lockport,20212,49,47,2
New York,Lowville Village,3297,6,6,0
New York,Lynbrook Village,19441,58,50,8
New York,Macedon Town and Village,8856,7,6,1
New York,Malone Village,5566,13,13,0
New York,Malverne Village,8482,22,22,0
New York,Mamaroneck Town,12017,37,36,1
New York,Mamaroneck Village,19154,58,50,8
New York,Manlius Town,24139,38,34,4
New York,Marlborough Town,8579,11,8,3
New York,Massena Village,10123,24,19,5
New York,Maybrook Village,3773,3,3,0
New York,Mechanicville,5018,10,10,0
New York,Medina Village,5613,13,12,1
New York,Menands Village,3850,14,11,3
New York,Middleport Village,1733,3,3,0
New York,Middletown,28194,79,68,11
New York,Mohawk Village,2507,4,4,0
New York,Monroe Village,8609,22,18,4
New York,Montgomery Town,9222,14,11,3
New York,Montgomery Village,4617,4,4,0
New York,Monticello Village,6338,22,20,2
New York,Moriah Town,4437,2,2,0
New York,Mount Morris Village,2765,3,3,0
New York,Mount Pleasant Town,26966,55,47,8
New York,Mount Vernon,67339,225,164,61
New York,Newark Village,8784,14,14,0
New York,New Berlin Town,1507,1,1,0
New York,Newburgh,28095,74,62,12
New York,Newburgh Town,31691,56,45,11
New York,New Castle Town,17824,41,38,3
New York,New Paltz Town and Village,14040,24,21,3
New York,New Windsor Town,27980,62,50,12
New York,New York,8300377,50083,34018,16065
New York,New York Mills Village,3200,4,4,0
New York,Niagara Falls,47474,154,137,17
New York,Niskayuna Town,22428,31,29,2
New York,North Castle Town,12266,34,32,2
New York,North Greenbush Town,12264,20,18,2
New York,Northport Village,7258,21,17,4
New York,Norwich,6474,20,20,0
New York,Ocean Beach Village,83,4,4,0
New York,Ogdensburg,10364,26,22,4
New York,Old Brookville Village,2196,34,26,8
New York,Old Westbury Village,4603,30,25,5
New York,Olean,13334,41,34,7
New York,Oneida,10849,28,24,4
New York,Oneonta City,13904,28,22,6
New York,Orchard Park Town,29653,47,36,11
New York,Ossining Village,24786,65,57,8
New York,Oswego City,17138,54,47,7
New York,Owego Village,3846,4,3,1
New York,Oxford Village,1372,2,2,0
New York,Oyster Bay Cove Village,4300,14,14,0
New York,Peekskill,24371,61,51,10
New York,Pelham Manor Village,5535,24,23,1
New York,Pelham Village,6956,29,26,3
New York,Penn Yan Village,4900,13,12,1
New York,Perry Village,3471,3,3,0
New York,Plattsburgh City,19460,48,42,6
New York,Pleasantville Village,7280,23,21,2
New York,Port Chester Village,29181,60,58,2
New York,Port Dickinson Village,1513,5,4,1
New York,Port Jervis,8526,31,30,1
New York,Portville Village,941,1,1,0
New York,Port Washington,19391,68,60,8
New York,Poughkeepsie,30480,115,89,26
New York,Poughkeepsie Town,38934,95,80,15
New York,Pound Ridge Town,5133,2,1,1
New York,Quogue Village,1019,15,14,1
New York,Rensselaer City,9149,35,28,7
New York,Riverhead Town,33461,94,79,15
New York,Rochester,205199,810,711,99
New York,Rockville Centre Village,24604,65,56,9
New York,Rome,31978,69,67,2
New York,Rosendale Town,5755,2,2,0
New York,Rotterdam Town,30071,44,40,4
New York,Rye,15692,41,37,4
New York,Rye Brook Village,9542,28,27,1
New York,Sag Harbor Village,2296,13,12,1
New York,Salamanca,5360,18,18,0
New York,Sands Point Village,2919,20,20,0
New York,Saranac Lake Village,5177,12,12,0
New York,Saugerties Town,18956,28,24,4
New York,Scarsdale Village,17953,44,39,5
New York,Schenectady,65176,174,150,24
New York,Schodack Town,11617,9,8,1
New York,Scotia Village,7631,14,13,1
New York,Shandaken Town,2921,4,4,0
New York,Shawangunk Town,13782,3,3,0
New York,Shelter Island Town,2419,11,10,1
New York,Sherrill,2964,3,3,0
New York,Sidney Village,3553,8,8,0
New York,Skaneateles Village,2466,2,2,0
New York,Sleepy Hollow Village,10064,27,27,0
New York,Solvay Village,6196,14,13,1
New York,Southampton Town,51162,144,99,45
New York,Southampton Village,3330,48,33,15
New York,South Glens Falls Village,3647,5,5,0
New York,Southold Town,19957,65,48,17
New York,Suffern Village,11037,25,21,4
New York,Syracuse,142011,493,422,71
New York,Tarrytown Village,11383,37,33,4
New York,Tonawanda,14700,34,28,6
New York,Tonawanda Town,56503,147,100,47
New York,Troy,49052,137,127,10
New York,Trumansburg Village,1709,1,1,0
New York,Tuckahoe Village,6554,26,23,3
New York,Tupper Lake Village,3420,8,8,0
New York,Tuxedo Park Village,598,4,3,1
New York,Tuxedo Town,2969,6,6,0
New York,Ulster Town,12626,28,24,4
New York,Walden Village,6666,15,12,3
New York,Wappingers Falls Village,5540,4,2,2
New York,Warsaw Village,3225,5,5,0
New York,Warwick Town,18459,35,30,5
New York,Washingtonville Village,5755,16,15,1
New York,Waterford Town and Village,8466,11,9,2
New York,Waterloo Village,4842,9,8,1
New York,Watertown,24624,65,62,3
New York,Watervliet,9863,23,22,1
New York,Watkins Glen Village,1874,5,5,0
New York,Waverly Village,4083,11,10,1
New York,Webb Town,1779,6,6,0
New York,Weedsport Village,1695,1,1,0
New York,Wellsville Village,4343,12,11,1
New York,Westfield Village,2941,6,6,0
New York,Westhampton Beach Village,1806,16,14,2
New York,West Seneca Town,45278,73,60,13
New York,White Plains,58240,211,201,10
New York,Whitesboro Village,3595,5,5,0
New York,Whitestown Town,8948,7,7,0
New York,Windham Town,1672,1,1,0
New York,Woodbury Town,11133,25,20,5
New York,Woodstock Town,5754,10,10,0
New York,Yonkers,200816,688,607,81
New York,Yorktown Town,36284,67,58,9
New York,Yorkville Village,2556,3,3,0
North Carolina,Aberdeen,8189,29,27,2
North Carolina,Ahoskie,4733,14,12,2
North Carolina,Albemarle,16287,48,41,7
North Carolina,Andrews,1854,5,5,0
North Carolina,Angier,5533,15,15,0
North Carolina,Apex,62320,114,95,19
North Carolina,Archdale,11521,31,25,6
North Carolina,Asheboro,25994,84,76,8
North Carolina,Asheville,93980,252,202,50
North Carolina,Atlantic Beach,1513,17,16,1
North Carolina,Ayden,5155,23,19,4
North Carolina,Badin,1973,5,5,0
North Carolina,Bailey,561,2,2,0
North Carolina,Bakersville,443,1,1,0
North Carolina,Bald Head Island,185,26,25,1
North Carolina,Banner Elk,1160,9,8,1
North Carolina,Beaufort,4481,19,18,1
North Carolina,Beech Mountain,325,14,10,4
North Carolina,Belhaven,1567,6,5,1
North Carolina,Belmont,12848,45,39,6
North Carolina,Benson,3995,17,16,1
North Carolina,Bessemer City,5605,15,14,1
North Carolina,Bethel,1614,4,4,0
North Carolina,Beulaville,1292,6,6,0
North Carolina,Biltmore Forest,1424,16,12,4
North Carolina,Biscoe,1713,9,8,1
North Carolina,Black Creek,770,3,3,0
North Carolina,Black Mountain,8197,23,19,4
North Carolina,Bladenboro,1599,6,6,0
North Carolina,Blowing Rock,1334,15,13,2
North Carolina,Boiling Spring Lakes,6396,14,14,0
North Carolina,Boiling Springs,4523,10,10,0
North Carolina,Boone,19975,47,36,11
North Carolina,Boonville,1139,3,3,0
North Carolina,Brevard,7954,27,23,4
North Carolina,Bridgeton,438,1,1,0
North Carolina,Broadway,1295,4,4,0
North Carolina,Bryson City,1455,7,6,1
North Carolina,Bunn,390,3,2,1
North Carolina,Burgaw,4182,15,15,0
North Carolina,Burlington,55003,176,133,43
North Carolina,Burnsville,1642,8,8,0
North Carolina,Butner,7887,38,32,6
North Carolina,Candor,815,4,4,0
North Carolina,Canton,4364,20,15,5
North Carolina,Cape Carteret,2069,7,7,0
North Carolina,Carolina Beach,6479,27,26,1
North Carolina,Carrboro,21377,38,35,3
North Carolina,Carthage,2582,11,10,1
North Carolina,Cary,174441,212,174,38
North Carolina,Caswell Beach,435,4,4,0
North Carolina,Chadbourn,1698,7,6,1
North Carolina,Chapel Hill,64853,120,95,25
North Carolina,Charlotte-Mecklenburg1,958358,2320,1749,571
North Carolina,Cherryville,6110,19,14,5
North Carolina,China Grove,4227,13,13,0
North Carolina,Chocowinity,789,3,3,0
North Carolina,Claremont,1414,8,8,0
North Carolina,Clayton,26087,49,46,3
North Carolina,Cleveland,874,4,4,0
North Carolina,Clinton,8431,28,24,4
North Carolina,Coats,2545,7,7,0
North Carolina,Columbus,998,9,8,1
North Carolina,Concord,98411,205,184,21
North Carolina,Conover,8567,28,25,3
North Carolina,Conway,718,2,2,0
North Carolina,Cooleemee,984,1,1,0
North Carolina,Cornelius,30904,75,57,18
North Carolina,Cramerton,4491,13,13,0
North Carolina,Creedmoor,4669,19,15,4
North Carolina,Dallas,4835,15,13,2
North Carolina,Davidson,13313,23,21,2
North Carolina,Dobson,1534,8,8,0
North Carolina,Drexel,1851,5,5,0
North Carolina,Duck,398,12,11,1
North Carolina,Dunn,9763,47,42,5
North Carolina,Durham,284925,679,507,172
North Carolina,East Bend,599,2,2,0
North Carolina,East Spencer,1552,8,8,0
North Carolina,Eden,14799,45,42,3
North Carolina,Edenton,4575,19,17,2
North Carolina,Elizabeth City,17652,71,61,10
North Carolina,Elizabethtown,3349,17,16,1
North Carolina,Elkin,4009,22,18,4
North Carolina,Elon,12609,21,20,1
North Carolina,Emerald Isle,3698,20,18,2
North Carolina,Enfield,2247,7,6,1
North Carolina,Erwin,5227,11,10,1
North Carolina,Fair Bluff,874,4,4,0
North Carolina,Fairmont,2585,9,9,0
North Carolina,Farmville,4775,24,19,5
North Carolina,Fayetteville,212033,528,372,156
North Carolina,Fletcher,8508,17,16,1
North Carolina,Forest City,7130,33,31,2
North Carolina,Four Oaks,2291,8,8,0
North Carolina,Foxfire Village,1057,3,3,0
North Carolina,Franklin,4130,19,18,1
North Carolina,Franklinton,2267,9,6,3
North Carolina,Fremont,1260,4,4,0
North Carolina,Fuquay-Varina,32091,55,48,7
North Carolina,Garner,32093,72,63,9
North Carolina,Garysburg,904,2,2,0
North Carolina,Gaston,1007,4,4,0
North Carolina,Gastonia,77918,189,166,23
North Carolina,Gibsonville,7437,19,18,1
North Carolina,Glen Alpine,1482,4,4,0
North Carolina,Goldsboro,34051,101,89,12
North Carolina,Graham,15801,42,39,3
North Carolina,Granite Falls,4654,18,14,4
North Carolina,Granite Quarry,3018,9,9,0
North Carolina,Greensboro,299887,746,643,103
North Carolina,Greenville,94372,243,195,48
North Carolina,Grifton,2689,7,7,0
North Carolina,Hamlet,6302,17,15,2
North Carolina,Havelock,19722,36,28,8
North Carolina,Haw River,2563,8,8,0
North Carolina,Henderson,14861,47,39,8
North Carolina,Hendersonville,14275,56,42,14
North Carolina,Hertford,2109,8,7,1
North Carolina,Hickory,41300,143,112,31
North Carolina,Highlands,988,14,13,1
North Carolina,High Point,113727,288,243,45
North Carolina,Hillsborough,7226,27,25,2
North Carolina,Holden Beach,674,8,8,0
North Carolina,Holly Ridge,3077,11,10,1
North Carolina,Holly Springs,39600,78,63,15
North Carolina,Hope Mills,15924,36,31,5
North Carolina,Hot Springs,579,1,1,0
North Carolina,Hudson,3703,15,14,1
North Carolina,Huntersville,59470,100,92,8
North Carolina,Indian Beach,119,5,5,0
North Carolina,Jackson,448,1,1,0
North Carolina,Jacksonville,71842,149,120,29
North Carolina,Jefferson,1526,6,6,0
North Carolina,Jonesville,2207,9,8,1
North Carolina,Kannapolis,51837,104,78,26
North Carolina,Kenansville,839,3,3,0
North Carolina,Kenly,1612,7,7,0
North Carolina,Kernersville,24835,83,64,19
North Carolina,Kill Devil Hills,7407,35,29,6
North Carolina,King,6860,26,23,3
North Carolina,Kings Mountain,11015,42,33,9
North Carolina,Kinston,19862,82,70,12
North Carolina,Kitty Hawk,3606,18,16,2
North Carolina,Knightdale,18735,33,30,3
North Carolina,Kure Beach,2107,14,13,1
North Carolina,Lake Lure,1152,10,9,1
North Carolina,Lake Royale,2506,12,8,4
North Carolina,Lake Waccamaw,1393,5,5,0
North Carolina,Landis,3144,10,10,0
North Carolina,Laurel Park,2350,8,8,0
North Carolina,Laurinburg,14905,42,40,2
North Carolina,Leland,24967,41,38,3
North Carolina,Lenoir,17880,67,51,16
North Carolina,Lexington,18933,63,53,10
North Carolina,Liberty,2658,10,9,1
North Carolina,Lilesville,479,1,1,0
North Carolina,Lillington,3710,15,14,1
North Carolina,Lincolnton,11300,35,31,4
North Carolina,Littleton,582,3,3,0
North Carolina,Locust,3275,15,15,0
North Carolina,Long View,4936,16,16,0
North Carolina,Louisburg,3641,17,16,1
North Carolina,Lowell,3738,8,8,0
North Carolina,Lumberton,20370,92,83,9
North Carolina,Madison,2103,15,15,0
North Carolina,Maggie Valley,1247,12,11,1
North Carolina,Magnolia,953,2,2,0
North Carolina,Maiden,3456,20,19,1
