State,City,Population,Total_law_employees,Total_officers,Total_civilians
Montana,Livingston,7892,14,14,0
Montana,Manhattan,1955,4,4,0
Montana,Miles City,8250,17,16,1
Montana,Missoula,76468,144,116,28
Montana,Plains,1149,2,2,0
Montana,Polson,5115,16,15,1
Montana,Red Lodge,2324,7,7,0
Montana,Ronan City,2141,6,6,0
Montana,Sidney,6279,12,11,1
Montana,Stevensville,2100,4,3,1
Montana,Thompson Falls,1439,4,4,0
Montana,Troy,966,4,4,0
Montana,West Yellowstone,1388,11,5,6
Montana,Whitefish,8523,20,17,3
Montana,Wolf Point,2744,8,6,2
Nebraska,Albion,1576,6,3,3
Nebraska,Alliance,8051,23,15,8
Nebraska,Aurora,4554,11,10,1
Nebraska,Bayard,1071,4,4,0
Nebraska,Beatrice,12238,36,22,14
Nebraska,Bellevue,53761,106,93,13
Nebraska,Bennington,1527,3,3,0
Nebraska,Blair,7919,18,16,2
Nebraska,Boys Town,545,14,14,0
Nebraska,Broken Bow,3492,8,7,1
Nebraska,Burwell,1157,2,2,0
Nebraska,Central City,2867,7,6,1
Nebraska,Chadron,5366,18,11,7
Nebraska,Columbus,23597,43,36,7
Nebraska,Crete,7009,13,13,0
Nebraska,Emerson,787,1,1,0
Nebraska,Falls City,4094,13,9,4
Nebraska,Fremont,26381,41,35,6
Nebraska,Gering,8086,19,17,2
Nebraska,Gordon,1512,8,6,2
Nebraska,Gothenburg,3432,7,6,1
Nebraska,Grand Island,51547,101,84,17
Nebraska,Harvard,959,2,2,0
Nebraska,Hastings,24638,53,39,14
Nebraska,Holdrege,5399,17,10,7
Nebraska,Imperial,2053,4,4,0
Nebraska,Kearney,34201,73,57,16
Nebraska,Kimball,2359,4,4,0
Nebraska,Laurel,911,1,1,0
Nebraska,La Vista,17228,45,39,6
Nebraska,Lexington,10103,21,19,2
Nebraska,Lincoln,292600,481,342,139
Nebraska,Madison,2390,3,3,0
Nebraska,McCook,7543,23,16,7
Nebraska,Milford,2090,3,3,0
Nebraska,Minden,2954,6,6,0
Nebraska,Mitchell,1614,4,4,0
Nebraska,Morrill,885,2,2,0
Nebraska,Nebraska City,7292,15,14,1
Nebraska,Neligh,1488,3,3,0
Nebraska,Norfolk,24467,58,40,18
Nebraska,North Platte,23523,62,40,22
Nebraska,Ogallala,4472,10,9,1
Nebraska,Omaha,480297,1012,867,145
Nebraska,O'Neill,3565,8,7,1
Nebraska,Ord,2069,4,4,0
Nebraska,Papillion,20512,50,46,4
Nebraska,Pierce,1724,3,3,0
Nebraska,Plattsmouth,6435,17,14,3
Nebraska,Ralston,7422,15,14,1
Nebraska,Ravenna,1357,2,2,0
Nebraska,Schuyler,6312,11,9,2
Nebraska,Scottsbluff,15665,35,31,4
Nebraska,Scribner,793,1,1,0
Nebraska,Seward,7242,13,11,2
Nebraska,Sidney,6049,13,11,2
Nebraska,South Sioux City,12746,28,27,1
Nebraska,St. Paul,2336,4,4,0
Nebraska,Superior,1791,2,2,0
Nebraska,Sutton,1427,2,2,0
Nebraska,Tekamah,1696,5,5,0
Nebraska,Tilden,927,1,1,0
Nebraska,Valentine,2704,6,5,1
Nebraska,Valley,2948,5,5,0
Nebraska,Wahoo,4550,7,7,0
Nebraska,Waterloo,922,4,4,0
Nebraska,Wayne,5658,11,6,5
Nebraska,West Point,3273,7,5,2
Nebraska,Wymore,1324,2,2,0
Nebraska,York,7854,17,15,2
Nevada,Boulder City,16346,48,35,13
Nevada,Carlin,2268,7,5,2
Nevada,Elko,20697,45,38,7
Nevada,Fallon,8648,40,27,13
Nevada,Henderson,328056,654,463,191
Nevada,Las Vegas Metropolitan Police Department,1693061,5716,4115,1601
Nevada,Lovelock,1822,5,2,3
Nevada,Mesquite,20290,49,36,13
Nevada,Reno,259168,469,339,130
Nevada,Sparks,106664,159,108,51
Nevada,West Wendover,4258,21,12,9
Nevada,Winnemucca,7786,28,23,5
Nevada,Yerington,3256,7,6,1
New Hampshire,Alexandria,1618,1,1,0
New Hampshire,Allenstown,4462,11,10,1
New Hampshire,Alstead,1938,2,2,0
New Hampshire,Alton,5343,14,12,2
New Hampshire,Amherst,11414,20,19,1
New Hampshire,Antrim,2697,7,6,1
New Hampshire,Ashland,2053,5,5,0
New Hampshire,Atkinson,7196,9,8,1
New Hampshire,Auburn,5662,12,10,2
New Hampshire,Barnstead,4762,4,4,0
New Hampshire,Barrington,9358,14,13,1
New Hampshire,Bartlett,2807,4,4,0
New Hampshire,Bedford,22788,53,40,13
New Hampshire,Belmont,7342,17,14,3
New Hampshire,Bennington,1518,2,2,0
New Hampshire,Berlin,10140,31,23,8
New Hampshire,Bethlehem,2579,6,6,0
New Hampshire,Boscawen,4032,8,7,1
New Hampshire,Bow,8032,13,12,1
New Hampshire,Bradford,1714,3,3,0
New Hampshire,Brentwood,4525,4,3,1
New Hampshire,Bristol,3102,10,9,1
New Hampshire,Brookline,5506,9,8,1
New Hampshire,Campton,3297,9,7,2
New Hampshire,Canaan,3894,6,5,1
New Hampshire,Candia,3970,8,7,1
New Hampshire,Canterbury,2475,3,3,0
New Hampshire,Carroll,745,4,4,0
New Hampshire,Center Harbor,1099,5,4,1
New Hampshire,Charlestown,5010,11,7,4
New Hampshire,Chester,5334,9,8,1
New Hampshire,Chesterfield,3630,5,4,1
New Hampshire,Chichester,2726,5,5,0
New Hampshire,Claremont,12887,27,21,6
New Hampshire,Colebrook,2121,5,5,0
New Hampshire,Concord,43737,93,81,12
New Hampshire,Conway,10269,30,22,8
New Hampshire,Danville,4581,5,5,0
New Hampshire,Deerfield,4576,9,8,1
New Hampshire,Deering,1978,2,2,0
New Hampshire,Derry,33555,69,56,13
New Hampshire,Dover,32480,76,49,27
New Hampshire,Dublin,1538,4,3,1
New Hampshire,Dunbarton,2894,5,5,0
New Hampshire,Durham,16510,20,17,3
New Hampshire,East Kingston,2428,6,5,1
New Hampshire,Effingham,1479,1,1,0
New Hampshire,Enfield,4526,8,7,1
New Hampshire,Epping,7115,16,15,1
New Hampshire,Epsom,4787,7,6,1
New Hampshire,Exeter,15448,32,24,8
New Hampshire,Farmington,7003,15,14,1
New Hampshire,Fitzwilliam,2367,4,3,1
New Hampshire,Franconia,1105,4,4,0
New Hampshire,Franklin,8711,25,17,8
New Hampshire,Freedom,1593,2,2,0
New Hampshire,Fremont,4764,6,5,1
New Hampshire,Gilford,7258,26,20,6
New Hampshire,Gilmanton,3779,6,5,1
New Hampshire,Goffstown,18098,45,30,15
New Hampshire,Gorham,2587,10,6,4
New Hampshire,Grantham,2942,6,5,1
New Hampshire,Greenland,4194,10,9,1
New Hampshire,Hampstead,8654,9,9,0
New Hampshire,Hampton,15570,42,35,7
New Hampshire,Hampton Falls,2437,4,4,0
New Hampshire,Hancock,1657,3,3,0
New Hampshire,Hanover,11498,28,17,11
New Hampshire,Haverhill,4551,7,6,1
New Hampshire,Henniker,5039,9,8,1
New Hampshire,Hillsborough,6001,23,15,8
New Hampshire,Hinsdale,3893,9,6,3
New Hampshire,Holderness,2106,7,6,1
New Hampshire,Hollis,8040,18,15,3
New Hampshire,Hooksett,14668,40,29,11
New Hampshire,Hopkinton,5781,6,5,1
New Hampshire,Hudson,25748,67,51,16
New Hampshire,Jackson,863,4,4,0
New Hampshire,Jaffrey,5258,12,11,1
New Hampshire,Keene,22707,51,40,11
New Hampshire,Kensington,2107,6,5,1
New Hampshire,Kingston,6500,7,6,1
New Hampshire,Laconia,16669,54,45,9
New Hampshire,Lancaster,3229,9,7,2
New Hampshire,Lebanon,13709,46,33,13
New Hampshire,Lee,4601,9,8,1
New Hampshire,Lincoln,1771,16,10,6
New Hampshire,Lisbon,1577,3,3,0
New Hampshire,Litchfield,8682,14,12,2
New Hampshire,Littleton,5862,15,13,2
New Hampshire,Londonderry,26812,69,56,13
New Hampshire,Loudon,5675,6,5,1
New Hampshire,Lyme,1671,2,2,0
New Hampshire,Madison,2618,4,4,0
New Hampshire,Manchester,113018,279,225,54
New Hampshire,Marlborough,2078,2,2,0
New Hampshire,Mason,1438,3,3,0
New Hampshire,Meredith,6484,17,13,4
New Hampshire,Merrimack,26602,52,39,13
New Hampshire,Middleton,1845,4,4,0
New Hampshire,Milford,16561,32,27,5
New Hampshire,Milton,4633,7,6,1
New Hampshire,Mont Vernon,2686,4,4,0
New Hampshire,Moultonborough,4198,9,8,1
New Hampshire,Nashua,89671,233,174,59
New Hampshire,New Boston,5966,10,9,1
New Hampshire,Newbury,2246,5,5,0
New Hampshire,New Castle,981,4,4,0
New Hampshire,New Durham,2715,5,5,0
New Hampshire,Newfields,1744,5,4,1
New Hampshire,New Hampton,2231,5,4,1
New Hampshire,Newington,821,12,11,1
New Hampshire,New Ipswich,5425,6,5,1
New Hampshire,New London,4300,14,9,5
New Hampshire,Newmarket,9192,20,13,7
New Hampshire,Newport,6342,16,11,5
New Hampshire,Newton,4969,7,6,1
New Hampshire,Northfield,4956,9,8,1
New Hampshire,North Hampton,4513,13,12,1
New Hampshire,Northumberland,2123,3,3,0
New Hampshire,Northwood,4321,9,8,1
New Hampshire,Nottingham,5182,9,8,1
New Hampshire,Orford,1308,1,1,0
New Hampshire,Ossipee,4389,10,9,1
New Hampshire,Pelham,14373,30,23,7
New Hampshire,Pembroke,7212,14,12,2
New Hampshire,Peterborough,6736,14,12,2
New Hampshire,Pittsburg,815,2,2,0
New Hampshire,Pittsfield,4126,6,6,0
New Hampshire,Plainfield,2404,2,2,0
New Hampshire,Plaistow,7738,22,15,7
New Hampshire,Plymouth,6850,18,11,7
New Hampshire,Portsmouth,22032,84,65,19
New Hampshire,Raymond,10583,24,16,8
New Hampshire,Rindge,6100,9,8,1
New Hampshire,Rochester,31762,72,57,15
New Hampshire,Rollinsford,2596,4,4,0
New Hampshire,Rye,5495,11,10,1
New Hampshire,Salem,29943,79,63,16
New Hampshire,Sanbornton,3000,7,6,1
New Hampshire,Sandown,6620,8,7,1
New Hampshire,Sandwich,1362,2,2,0
New Hampshire,Seabrook,8871,30,25,5
New Hampshire,Somersworth,12005,34,27,7
New Hampshire,South Hampton,829,2,2,0
New Hampshire,Springfield,1344,2,2,0
New Hampshire,Strafford,4242,6,6,0
New Hampshire,Stratham,7521,12,11,1
New Hampshire,Sugar Hill,579,2,2,0
New Hampshire,Sunapee,3501,6,5,1
New Hampshire,Swanzey,7219,12,11,1
New Hampshire,Tamworth,3101,3,3,0
New Hampshire,Thornton,2541,7,6,1
New Hampshire,Tilton,3546,20,16,4
New Hampshire,Troy,2100,2,2,0
New Hampshire,Tuftonboro,2425,4,4,0
New Hampshire,Wakefield,5799,14,12,2
New Hampshire,Warner,2931,5,4,1
New Hampshire,Washington,1101,1,1,0
New Hampshire,Waterville Valley,240,6,6,0
New Hampshire,Weare,9124,12,11,1
New Hampshire,Webster,1962,2,2,0
New Hampshire,Whitefield,2200,7,6,1
New Hampshire,Wilton,3801,7,7,0
New Hampshire,Winchester,4213,9,8,1
New Hampshire,Windham,15017,28,21,7
New Hampshire,Wolfeboro,6433,19,13,6
New Hampshire,Woodstock,1364,6,6,0
New Jersey,Aberdeen Township,19471,49,42,7
New Jersey,Absecon,8856,30,24,6
New Jersey,Allendale,6751,20,15,5
New Jersey,Allenhurst,482,13,9,4
New Jersey,Allentown,1770,7,6,1
New Jersey,Alpine,1845,12,12,0
New Jersey,Andover Township,5826,17,12,5
New Jersey,Asbury Park,15331,93,89,4
New Jersey,Atlantic City,37550,224,190,34
New Jersey,Atlantic Highlands,4348,19,14,5
New Jersey,Audubon,8608,18,17,1
New Jersey,Avalon,1225,28,21,7
New Jersey,Avon-by-the-Sea,1771,12,12,0
New Jersey,Barnegat Township,23998,55,53,2
New Jersey,Barrington,6601,17,15,2
New Jersey,Bay Head,979,10,9,1
New Jersey,Bayonne,65013,247,184,63
New Jersey,Beach Haven,1210,13,12,1
New Jersey,Beachwood,11357,22,20,2
New Jersey,Bedminster Township,7963,18,16,2
New Jersey,Belleville,36533,101,96,5
New Jersey,Bellmawr,11318,22,21,1
New Jersey,Belmar,5518,30,24,6
New Jersey,Belvidere,2548,7,6,1
New Jersey,Bergenfield,27347,51,43,8
New Jersey,Berkeley Heights Township,13371,30,27,3
New Jersey,Berkeley Township,42168,92,70,22
New Jersey,Berlin,7517,19,18,1
New Jersey,Berlin Township,5721,19,18,1
New Jersey,Bernards Township,27130,41,38,3
New Jersey,Bernardsville,7593,26,20,6
New Jersey,Beverly,2472,8,8,0
New Jersey,Blairstown Township,5665,9,8,1
New Jersey,Bloomfield,50221,150,126,24
New Jersey,Bloomingdale,8098,20,19,1
New Jersey,Bogota,8342,20,15,5
New Jersey,Boonton,8977,25,23,2
New Jersey,Boonton Township,4228,13,13,0
New Jersey,Bordentown City,3778,14,14,0
New Jersey,Bordentown Township,11974,25,23,2
New Jersey,Bound Brook,10174,31,25,6
New Jersey,Bradley Beach,4131,22,18,4
New Jersey,Branchburg Township,14526,29,27,2
New Jersey,Brick Township,76326,211,141,70
New Jersey,Bridgeton,24032,74,61,13
New Jersey,Bridgewater Township,44006,81,73,8
New Jersey,Brielle,4656,17,16,1
New Jersey,Brigantine,8566,45,35,10
New Jersey,Brooklawn,1892,8,8,0
New Jersey,Burlington City,9849,37,33,4
New Jersey,Burlington Township,22595,56,47,9
New Jersey,Butler,7643,17,16,1
New Jersey,Byram Township,7880,14,14,0
New Jersey,Caldwell,7938,18,18,0
New Jersey,Camden County Police Department,73127,423,386,37
New Jersey,Cape May,3401,27,22,5
New Jersey,Carlstadt,6126,28,26,2
New Jersey,Carney's Point Township,7632,20,19,1
New Jersey,Carteret,23444,74,64,10
New Jersey,Cedar Grove Township,12483,31,30,1
New Jersey,Chatham,8586,25,21,4
New Jersey,Chatham Township,10071,24,22,2
New Jersey,Cherry Hill Township,71220,164,135,29
New Jersey,Chesilhurst,1615,10,9,1
New Jersey,Chesterfield Township,7557,12,11,1
New Jersey,Chester Township,7640,24,23,1
New Jersey,Cinnaminson Township,16429,28,28,0
New Jersey,Clark Township,16026,47,36,11
New Jersey,Clayton,8790,16,15,1
New Jersey,Clementon,4950,12,12,0
New Jersey,Cliffside Park,26400,44,43,1
New Jersey,Clifton,85058,194,158,36
New Jersey,Clinton,2684,10,10,0
New Jersey,Clinton Township,12465,24,23,1
New Jersey,Closter,8511,21,20,1
New Jersey,Collingswood,13864,31,27,4
New Jersey,Colts Neck Township,9786,27,26,1
New Jersey,Cranbury Township,4086,22,21,1
New Jersey,Cranford Township,24186,66,52,14
New Jersey,Cresskill,8672,29,24,5
New Jersey,Deal,715,22,18,4
New Jersey,Delanco Township,4448,13,12,1
New Jersey,Delaware Township,4410,8,7,1
New Jersey,Delran Township,16444,32,28,4
New Jersey,Demarest,4884,16,16,0
New Jersey,Denville Township,16400,42,33,9
New Jersey,Deptford Township,30275,73,67,6
New Jersey,Dover,17654,43,39,4
New Jersey,Dumont,17507,40,32,8
New Jersey,Dunellen,7192,19,19,0
New Jersey,Eastampton Township,6156,20,19,1
New Jersey,East Brunswick Township,47573,106,83,23
New Jersey,East Greenwich Township,10834,22,21,1
New Jersey,East Hanover Township,10881,38,34,4
New Jersey,East Newark,2614,7,7,0
New Jersey,East Orange,64320,243,192,51
New Jersey,East Rutherford,9767,39,38,1
New Jersey,East Windsor Township,27265,48,43,5
New Jersey,Eatontown,12124,49,37,12
New Jersey,Edgewater,13573,31,29,2
New Jersey,Edgewater Park Township,8618,17,15,2
New Jersey,Edison Township,99584,231,184,47
New Jersey,Egg Harbor City,4031,15,14,1
New Jersey,Egg Harbor Township,42110,133,86,47
New Jersey,Elizabeth,129518,407,312,95
New Jersey,Elk Township,4168,12,11,1
New Jersey,Elmer,1299,2,2,0
New Jersey,Elmwood Park,19994,54,49,5
New Jersey,Emerson,7610,25,22,3
New Jersey,Englewood,28514,101,77,24
New Jersey,Englewood Cliffs,5351,22,21,1
New Jersey,Englishtown,1921,7,7,0
New Jersey,Essex Fells,2083,13,13,0
New Jersey,Evesham Township,45148,88,79,9
New Jersey,Ewing Township,36325,97,77,20
New Jersey,"Fairfield Township, Essex County",7468,43,39,4
New Jersey,Fair Haven,5696,13,13,0
New Jersey,Fair Lawn,32910,69,60,9
New Jersey,Fairview,14209,36,33,3
New Jersey,Fanwood,7732,17,16,1
New Jersey,Far Hills,903,6,6,0
New Jersey,Flemington,4577,15,15,0
New Jersey,Florence Township,12527,31,29,2
New Jersey,Florham Park,11455,38,32,6
New Jersey,Fort Lee,38921,112,93,19
New Jersey,Franklin,4684,17,16,1
New Jersey,Franklin Lakes,11166,33,26,7
New Jersey,"Franklin Township, Gloucester County",16226,41,37,4
New Jersey,"Franklin Township, Hunterdon County",3557,6,6,0
New Jersey,"Franklin Township, Somerset County",66138,124,103,21
New Jersey,Freehold Borough,11643,34,30,4
New Jersey,Freehold Township,34456,72,68,4
New Jersey,Frenchtown,1347,3,2,1
New Jersey,Galloway Township,35444,83,63,20
New Jersey,Garfield,31908,68,59,9
New Jersey,Garwood,4360,20,16,4
New Jersey,Gibbsboro,2210,9,9,0
New Jersey,Glassboro,20461,55,50,5
New Jersey,Glen Ridge,7574,29,23,6
New Jersey,Glen Rock,11705,25,23,2
New Jersey,Gloucester City,11182,38,36,2
New Jersey,Gloucester Township,63755,150,128,22
New Jersey,Green Brook Township,7004,23,22,1
New Jersey,"Greenwich Township, Gloucester County",4777,17,16,1
New Jersey,"Greenwich Township, Warren County",5415,12,12,0
New Jersey,Guttenberg,11100,29,26,3
New Jersey,Hackettstown,9316,20,19,1
New Jersey,Haddonfield,11274,25,22,3
New Jersey,Haddon Heights,7527,16,15,1
New Jersey,Haddon Township,14510,27,25,2
New Jersey,Haledon,8280,20,20,0
New Jersey,Hamburg,3110,9,8,1
New Jersey,"Hamilton Township, Atlantic County",25654,82,56,26
New Jersey,"Hamilton Township, Mercer County",86805,202,168,34
New Jersey,Hammonton,13845,36,30,6
New Jersey,Hanover Township,14290,39,32,7
New Jersey,Harding Township,3750,15,14,1
New Jersey,Hardyston Township,7744,23,17,6
New Jersey,Harrington Park,4730,11,11,0
New Jersey,Harrison,20937,50,41,9
New Jersey,Harrison Township,13178,24,23,1
New Jersey,Harvey Cedars,345,9,9,0
New Jersey,Hasbrouck Heights,11988,31,29,2
New Jersey,Haworth,3391,13,12,1
New Jersey,Hawthorne,18728,39,33,6
New Jersey,Hazlet Township,19593,45,42,3
New Jersey,High Bridge,3385,7,7,0
New Jersey,Highland Park,13666,35,28,7
New Jersey,Highlands,4682,16,15,1
New Jersey,Hightstown,5273,14,13,1
New Jersey,Hillsborough Township,40210,63,54,9
New Jersey,Hillsdale,10308,25,20,5
New Jersey,Hillside Township,21995,74,64,10
New Jersey,Hi-Nella,856,12,12,0
New Jersey,Hoboken,52902,148,133,15
New Jersey,Ho-Ho-Kus,4058,20,16,4
New Jersey,Holland Township,5074,8,7,1
New Jersey,Holmdel Township,16726,51,43,8
New Jersey,Hopatcong,14086,35,29,6
New Jersey,Hopewell Township,17641,38,29,9
New Jersey,Howell Township,52048,129,114,15
New Jersey,Independence Township,5386,10,9,1
New Jersey,Irvington,54306,201,144,57
New Jersey,Island Heights,1685,7,7,0
New Jersey,Jackson Township,58120,110,90,20
New Jersey,Jamesburg,5878,21,16,5
New Jersey,Jefferson Township,20626,42,34,8
New Jersey,Jersey City,263273,1284,1005,279
New Jersey,Keansburg,9582,42,33,9
New Jersey,Kearny,41037,114,108,6
New Jersey,Kenilworth,8211,32,27,5
New Jersey,Keyport,6951,22,20,2
New Jersey,Kinnelon,9859,17,16,1
New Jersey,Lacey Township,29524,56,42,14
New Jersey,Lakehurst,2718,12,10,2
New Jersey,Lakewood Township,108023,189,148,41
New Jersey,Lambertville,3788,12,10,2
New Jersey,Laurel Springs,1860,7,7,0
New Jersey,Lavallette,1868,14,12,2
New Jersey,Lawnside,2872,10,9,1
New Jersey,"Lawrence Township, Mercer County",32282,67,60,7
New Jersey,Lebanon Township,6055,11,10,1
New Jersey,Leonia,9033,22,19,3
New Jersey,Lincoln Park,10051,30,24,6
New Jersey,Linden,42515,184,140,44
New Jersey,Lindenwold,17206,47,44,3
New Jersey,Linwood,6612,18,17,1
New Jersey,Little Egg Harbor Township,21928,55,43,12
New Jersey,Little Falls Township,14463,34,28,6
New Jersey,Little Ferry,10736,30,25,5
New Jersey,Little Silver,5761,20,15,5
New Jersey,Livingston Township,30372,87,70,17
New Jersey,Lodi,24343,50,47,3
New Jersey,Logan Township,5847,23,22,1
New Jersey,Long Beach Township,3075,47,35,12
New Jersey,Long Branch,30175,118,94,24
New Jersey,Long Hill Township,8389,25,23,2
New Jersey,Longport,846,12,12,0
New Jersey,Lopatcong Township,8419,17,16,1
New Jersey,Lower Alloways Creek Township,1660,12,12,0
New Jersey,Lower Township,21177,57,51,6
New Jersey,Lumberton Township,12153,26,24,2
New Jersey,Lyndhurst Township,23169,55,52,3
New Jersey,Madison,17850,35,27,8
New Jersey,Magnolia,4259,12,12,0
New Jersey,Mahwah Township,26201,60,51,9
New Jersey,Manalapan Township,39353,62,58,4
New Jersey,Manasquan,5796,22,17,5
New Jersey,Manchester Township,43856,123,74,49
New Jersey,"Mansfield Township, Burlington County",8527,16,15,1
New Jersey,"Mansfield Township, Warren County",7325,16,15,1
New Jersey,Mantoloking,245,11,10,1
New Jersey,Mantua Township,14769,29,27,2
New Jersey,Manville,10116,26,23,3
New Jersey,Maple Shade Township,18402,38,34,4
New Jersey,Maplewood Township,25531,75,63,12
New Jersey,Margate City,5813,37,28,9
New Jersey,Marlboro Township,39593,115,89,26
New Jersey,Matawan,8613,25,24,1
New Jersey,Maywood,9610,26,22,4
New Jersey,Medford Lakes,3888,11,10,1
New Jersey,Medford Township,23433,39,35,4
New Jersey,Mendham,4825,15,14,1
New Jersey,Mendham Township,5632,16,15,1
New Jersey,Merchantville,3688,16,14,2
New Jersey,Metuchen,14639,34,29,5
New Jersey,Middlesex Borough,13669,32,29,3
New Jersey,Middle Township,18093,66,55,11
New Jersey,Middletown Township,65170,118,108,10
New Jersey,Midland Park,7214,18,17,1
New Jersey,Millburn Township,20053,64,58,6
New Jersey,Milltown,6967,19,16,3
New Jersey,Millville,27272,87,76,11
New Jersey,Monmouth Beach,3235,10,9,1
New Jersey,"Monroe Township, Gloucester County",36893,68,64,4
New Jersey,"Monroe Township, Middlesex County",45653,87,66,21
New Jersey,Montclair,38621,130,107,23
New Jersey,Montgomery Township,23268,40,34,6
New Jersey,Montvale,8643,26,24,2
New Jersey,Montville Township,20982,42,37,5
New Jersey,Moonachie,2700,22,19,3
New Jersey,Moorestown Township,20491,36,31,5
New Jersey,Morris Plains,6335,19,17,2
New Jersey,Morristown,19337,61,57,4
New Jersey,Morris Township,22100,54,49,5
New Jersey,Mountain Lakes,4224,14,13,1
New Jersey,Mountainside,6902,26,21,5
New Jersey,Mount Arlington,5944,16,15,1
New Jersey,Mount Ephraim,4573,14,13,1
New Jersey,Mount Holly Township,9546,27,24,3
New Jersey,Mount Laurel Township,41179,82,75,7
New Jersey,Mount Olive Township,28973,60,50,10
New Jersey,Mullica Township,5825,15,14,1
New Jersey,Neptune City,4573,19,18,1
New Jersey,Neptune Township,27320,88,76,12
New Jersey,Netcong,3116,13,12,1
New Jersey,Newark,282242,1407,1062,345
New Jersey,New Brunswick,55701,164,146,18
New Jersey,New Hanover Township,7859,3,3,0
New Jersey,New Milford,16417,43,41,2
New Jersey,New Providence,13741,27,25,2
New Jersey,Newton,8008,27,22,5
New Jersey,North Arlington,15695,39,31,8
New Jersey,North Bergen Township,60567,136,116,20
New Jersey,North Brunswick Township,41383,98,81,17
New Jersey,North Caldwell,6666,21,16,5
New Jersey,Northfield,7979,23,22,1
New Jersey,North Haledon,8382,28,22,6
New Jersey,North Hanover Township,7443,11,10,1
New Jersey,North Plainfield,21279,53,45,8
New Jersey,Northvale,4955,14,14,0
New Jersey,North Wildwood,3731,37,29,8
New Jersey,Norwood,5792,17,16,1
New Jersey,Nutley Township,28408,83,70,13
New Jersey,Oakland,12929,34,28,6
New Jersey,Oaklyn,3942,17,16,1
New Jersey,Ocean City,10893,82,66,16
New Jersey,Ocean Gate,2042,12,11,1
New Jersey,Oceanport,5708,16,15,1
New Jersey,"Ocean Township, Monmouth County",26462,74,61,13
New Jersey,"Ocean Township, Ocean County",9184,31,21,10
New Jersey,Ogdensburg,2237,6,6,0
New Jersey,Old Bridge Township,65537,122,101,21
New Jersey,Old Tappan,5904,14,13,1
New Jersey,Oradell,8137,24,23,1
New Jersey,Orange City,30541,163,134,29
New Jersey,Palisades Park,20818,42,39,3
New Jersey,Palmyra,7114,17,16,1
New Jersey,Paramus,26222,125,101,24
New Jersey,Park Ridge,8688,21,20,1
New Jersey,Parsippany-Troy Hills Township,51317,128,99,29
New Jersey,Passaic,69610,194,159,35
New Jersey,Paterson,144947,430,403,27
New Jersey,Paulsboro,5820,21,19,2
New Jersey,Peapack-Gladstone,2606,9,8,1
New Jersey,Pemberton Borough,1315,6,6,0
New Jersey,Pemberton Township,26875,43,38,5
New Jersey,Pennington,2575,6,6,0
New Jersey,Pennsauken Township,35698,96,89,7
New Jersey,Penns Grove,4721,15,14,1
New Jersey,Pennsville Township,12315,23,21,2
New Jersey,Pequannock Township,14887,36,31,5
New Jersey,Perth Amboy,51384,141,122,19
New Jersey,Phillipsburg,14136,38,37,1
New Jersey,Pine Beach,2192,7,6,1
New Jersey,Pine Hill,10427,24,21,3
New Jersey,Pine Valley,11,6,6,0
New Jersey,Piscataway Township,56870,95,77,18
New Jersey,Pitman,8701,19,18,1
New Jersey,Plainfield,50333,142,121,21
New Jersey,Plainsboro Township,22847,48,36,12
New Jersey,Pleasantville,20135,71,65,6
New Jersey,Plumsted Township,8598,15,14,1
New Jersey,Pohatcong Township,3158,16,15,1
New Jersey,Point Pleasant,18842,40,31,9
New Jersey,Point Pleasant Beach,4543,31,25,6
New Jersey,Pompton Lakes,10961,29,24,5
New Jersey,Princeton,31458,55,51,4
New Jersey,Prospect Park,5834,19,18,1
New Jersey,Rahway,30157,87,76,11
New Jersey,Ramsey,14904,41,34,7
New Jersey,Randolph Township,25311,41,35,6
New Jersey,Raritan,7888,22,21,1
New Jersey,Raritan Township,22402,41,38,3
New Jersey,Readington Township,15813,25,23,2
New Jersey,Red Bank,11929,45,39,6
New Jersey,Ridgefield,11171,30,28,2
New Jersey,Ridgefield Park,12904,44,37,7
New Jersey,Ridgewood,25036,50,45,5
New Jersey,Ringwood,12177,26,21,5
New Jersey,Riverdale,4198,22,17,5
New Jersey,River Edge,11431,27,24,3
New Jersey,Riverside Township,7788,18,18,0
New Jersey,Riverton,2676,6,6,0
New Jersey,River Vale Township,10007,24,23,1
New Jersey,Robbinsville Township,14628,37,29,8
New Jersey,Rochelle Park Township,5566,26,22,4
New Jersey,Rockaway,6250,16,15,1
New Jersey,Rockaway Township,26046,61,50,11
New Jersey,Roseland,5829,25,24,1
New Jersey,Roselle,21867,66,53,13
New Jersey,Roselle Park,13604,36,34,2
New Jersey,Roxbury Township,22439,45,42,3
New Jersey,Rumson,6675,21,16,5
New Jersey,Runnemede,8273,19,18,1
New Jersey,Rutherford,18307,43,41,2
New Jersey,Saddle Brook Township,13533,35,33,2
New Jersey,Saddle River,3170,23,18,5
New Jersey,Salem,4661,19,17,2
New Jersey,Sayreville,44282,103,88,15
New Jersey,Scotch Plains Township,24313,52,49,3
New Jersey,Sea Bright,1325,17,11,6
New Jersey,Sea Girt,1758,13,12,1
New Jersey,Sea Isle City,2019,28,22,6
New Jersey,Seaside Heights,2917,28,25,3
New Jersey,Seaside Park,1541,13,12,1
New Jersey,Secaucus,22535,89,74,15
New Jersey,Ship Bottom,1156,12,10,2
New Jersey,Shrewsbury,4082,20,16,4
New Jersey,Somerdale,5511,16,15,1
